order_id,order_date,year,quarter,month,month_name,region,country,category,subcategory,customer_segment,quantity,unit_price,revenue,cost,profit,profit_margin
ORD-000039,2022-01-05,2022,1,1,January,Europe,Italy,Office Supplies,Binders,Corporate,10,52.29,522.9,436.07,86.83,16.6055
ORD-000040,2022-01-05,2022,1,1,January,Latin America,Colombia,Electronics,Laptops,Consumer,2,1027.45,2054.9,1683.93,370.97,18.0529
ORD-000041,2022-01-05,2022,1,1,January,North America,United States,Furniture,Desks,Corporate,9,1277.62,11498.58,8749.71,2748.87,23.9062
ORD-000042,2022-01-05,2022,1,1,January,North America,Canada,Electronics,Accessories,Consumer,9,19.0,171.0,121.42,49.58,28.9942
ORD-000043,2022-01-06,2022,1,1,January,North America,United States,Clothing,Tops,Consumer,9,109.59,986.31,825.92,160.39,16.2616
ORD-000044,2022-01-06,2022,1,1,January,North America,United States,Clothing,Tops,Corporate,1,50.0,50.0,40.04,9.96,19.92
ORD-000045,2022-01-06,2022,1,1,January,Latin America,Peru,Furniture,Chairs,Consumer,3,742.24,2226.72,1644.61,582.11,26.142
ORD-000046,2022-01-06,2022,1,1,January,Asia Pacific,Japan,Furniture,Storage,Home Office,3,378.1,1134.3,925.76,208.54,18.3849
ORD-000047,2022-01-06,2022,1,1,January,Asia Pacific,China,Electronics,Smartphones,Corporate,6,721.13,4326.78,3646.4,680.38,15.7249
ORD-000048,2022-01-06,2022,1,1,January,Asia Pacific,India,Clothing,Bottoms,Home Office,9,131.18,1180.62,868.23,312.39,26.4598
ORD-000049,2022-01-06,2022,1,1,January,Europe,Italy,Furniture,Desks,Consumer,2,451.27,902.54,685.6,216.94,24.0366
ORD-000050,2022-01-06,2022,1,1,January,Europe,Germany,Office Supplies,Technology,Consumer,8,59.28,474.24,383.06,91.18,19.2266
ORD-000051,2022-01-06,2022,1,1,January,North America,United States,Office Supplies,Binders,Corporate,7,63.19,442.33,325.11,117.22,26.5006
ORD-000052,2022-01-06,2022,1,1,January,Asia Pacific,India,Office Supplies,Paper & Pens,Corporate,1,37.46,37.46,29.3,8.16,21.7832
ORD-000053,2022-01-06,2022,1,1,January,North America,United States,Office Supplies,Paper & Pens,Corporate,1,19.79,19.79,15.66,4.13,20.8691
ORD-000054,2022-01-06,2022,1,1,January,North America,Canada,Furniture,Storage,Home Office,8,319.37,2554.96,1858.32,696.64,27.2662
ORD-000055,2022-01-06,2022,1,1,January,Europe,Germany,Furniture,Storage,Corporate,4,141.03,564.12,395.23,168.89,29.9387
ORD-000056,2022-01-06,2022,1,1,January,Asia Pacific,China,Electronics,Accessories,Consumer,2,75.01,150.02,126.04,23.98,15.9845
ORD-000057,2022-01-06,2022,1,1,January,North America,Mexico,Office Supplies,Binders,Consumer,4,73.6,294.4,245.62,48.78,16.5693
ORD-000058,2022-01-06,2022,1,1,January,North America,Canada,Office Supplies,Paper & Pens,Corporate,6,13.87,83.22,58.4,24.82,29.8246
ORD-000059,2022-01-06,2022,1,1,January,Europe,United Kingdom,Office Supplies,Binders,Corporate,5,54.53,272.65,193.3,79.35,29.1032
ORD-000060,2022-01-07,2022,1,1,January,Europe,France,Clothing,Tops,Home Office,5,69.98,349.9,279.96,69.94,19.9886
ORD-000061,2022-01-07,2022,1,1,January,Asia Pacific,China,Clothing,Outerwear,Consumer,1,232.09,232.09,193.45,38.64,16.6487
ORD-000062,2022-01-07,2022,1,1,January,Asia Pacific,Singapore,Office Supplies,Binders,Consumer,6,47.46,284.76,217.83,66.93,23.504
ORD-000063,2022-01-07,2022,1,1,January,Latin America,Chile,Electronics,Laptops,Corporate,9,2008.76,18078.84,13279.4,4799.44,26.5473
ORD-000064,2022-01-07,2022,1,1,January,Asia Pacific,South Korea,Electronics,Laptops,Consumer,1,2456.76,2456.76,1902.61,554.15,22.5561
ORD-000065,2022-01-07,2022,1,1,January,North America,United States,Office Supplies,Paper & Pens,Corporate,4,18.31,73.24,56.64,16.6,22.6652
ORD-000066,2022-01-08,2022,1,1,January,North America,United States,Furniture,Chairs,Corporate,7,567.01,3969.07,3343.48,625.59,15.7616
ORD-000067,2022-01-08,2022,1,1,January,North America,United States,Furniture,Desks,Consumer,8,549.55,4396.4,3723.24,673.16,15.3116
ORD-000068,2022-01-08,2022,1,1,January,Asia Pacific,India,Furniture,Chairs,Consumer,2,219.55,439.1,364.59,74.51,16.9688
ORD-000069,2022-01-08,2022,1,1,January,North America,Canada,Clothing,Tops,Consumer,2,80.94,161.88,132.37,29.51,18.2296
ORD-000070,2022-01-08,2022,1,1,January,Europe,France,Furniture,Desks,Corporate,8,640.93,5127.44,3935.24,1192.2,23.2514
ORD-000071,2022-01-08,2022,1,1,January,North America,United States,Office Supplies,Paper & Pens,Corporate,1,22.87,22.87,18.91,3.96,17.3153
ORD-000072,2022-01-08,2022,1,1,January,North America,United States,Electronics,Laptops,Consumer,1,2167.07,2167.07,1572.48,594.59,27.4375
ORD-000073,2022-01-08,2022,1,1,January,North America,Mexico,Electronics,Smartphones,Consumer,8,1065.53,8524.24,6614.9,1909.34,22.3989
ORD-000074,2022-01-08,2022,1,1,January,North America,Mexico,Office Supplies,Technology,Consumer,1,207.24,207.24,175.16,32.08,15.4796
ORD-000075,2022-01-09,2022,1,1,January,Asia Pacific,Singapore,Clothing,Outerwear,Corporate,4,335.07,1340.28,1044.96,295.32,22.0342
ORD-000076,2022-01-09,2022,1,1,January,North America,Mexico,Office Supplies,Technology,Corporate,7,156.77,1097.39,794.73,302.66,27.58
ORD-000077,2022-01-09,2022,1,1,January,Latin America,Brazil,Office Supplies,Paper & Pens,Corporate,10,6.8,68.0,55.52,12.48,18.3529
ORD-000078,2022-01-09,2022,1,1,January,North America,Canada,Office Supplies,Paper & Pens,Consumer,3,26.12,78.36,64.72,13.64,17.4068
ORD-000079,2022-01-09,2022,1,1,January,North America,Mexico,Clothing,Bottoms,Corporate,4,47.17,188.68,136.3,52.38,27.7613
ORD-000080,2022-01-09,2022,1,1,January,Asia Pacific,China,Office Supplies,Technology,Corporate,5,44.07,220.35,174.11,46.24,20.9848
ORD-000081,2022-01-09,2022,1,1,January,Asia Pacific,Singapore,Furniture,Chairs,Consumer,1,453.78,453.78,373.93,79.85,17.5966
ORD-000082,2022-01-09,2022,1,1,January,Europe,Netherlands,Clothing,Tops,Consumer,1,75.87,75.87,54.3,21.57,28.4302
ORD-000083,2022-01-09,2022,1,1,January,Europe,Netherlands,Clothing,Bottoms,Home Office,7,29.27,204.89,170.28,34.61,16.892
ORD-000084,2022-01-09,2022,1,1,January,Latin America,Brazil,Office Supplies,Binders,Consumer,1,31.58,31.58,22.25,9.33,29.544
ORD-000085,2022-01-09,2022,1,1,January,Europe,Italy,Office Supplies,Paper & Pens,Consumer,2,36.1,72.2,53.4,18.8,26.0388
ORD-000086,2022-01-09,2022,1,1,January,Latin America,Brazil,Furniture,Chairs,Consumer,5,490.3,2451.5,1769.15,682.35,27.834
ORD-000087,2022-01-09,2022,1,1,January,North America,United States,Clothing,Bottoms,Consumer,8,30.94,247.52,201.1,46.42,18.754
ORD-000088,2022-01-10,2022,1,1,January,Europe,Italy,Electronics,Accessories,Consumer,9,56.61,509.49,427.47,82.02,16.0985
ORD-000089,2022-01-10,2022,1,1,January,North America,Canada,Clothing,Tops,Corporate,10,78.44,784.4,566.85,217.55,27.7346
ORD-000090,2022-01-10,2022,1,1,January,Europe,Germany,Electronics,Accessories,Home Office,3,162.12,486.36,394.99,91.37,18.7865
ORD-000091,2022-01-10,2022,1,1,January,Europe,Italy,Clothing,Outerwear,Consumer,8,179.6,1436.8,1084.05,352.75,24.5511
ORD-000092,2022-01-10,2022,1,1,January,North America,United States,Furniture,Storage,Consumer,8,214.17,1713.36,1283.97,429.39,25.0613
ORD-000093,2022-01-10,2022,1,1,January,Asia Pacific,South Korea,Clothing,Outerwear,Corporate,9,126.46,1138.14,857.8,280.34,24.6314
ORD-000094,2022-01-11,2022,1,1,January,Latin America,Argentina,Electronics,Accessories,Consumer,2,147.61,295.22,247.19,48.03,16.2692
ORD-000095,2022-01-11,2022,1,1,January,North America,Canada,Electronics,Accessories,Consumer,5,117.24,586.2,444.85,141.35,24.1129
ORD-000096,2022-01-11,2022,1,1,January,Asia Pacific,Japan,Furniture,Storage,Consumer,4,100.43,401.72,284.76,116.96,29.1148
ORD-000097,2022-01-11,2022,1,1,January,Asia Pacific,India,Office Supplies,Binders,Corporate,1,64.41,64.41,52.09,12.32,19.1275
ORD-000098,2022-01-11,2022,1,1,January,Asia Pacific,Japan,Office Supplies,Binders,Consumer,7,13.27,92.89,73.13,19.76,21.2725
ORD-000099,2022-01-11,2022,1,1,January,Europe,Spain,Clothing,Tops,Consumer,4,66.61,266.44,221.75,44.69,16.773
ORD-000100,2022-01-11,2022,1,1,January,Europe,Italy,Furniture,Desks,Corporate,4,327.39,1309.56,953.24,356.32,27.2091
ORD-000101,2022-01-12,2022,1,1,January,Latin America,Peru,Electronics,Accessories,Consumer,3,51.85,155.55,113.34,42.21,27.136
ORD-000102,2022-01-12,2022,1,1,January,North America,Mexico,Electronics,Accessories,Corporate,10,55.37,553.7,449.38,104.32,18.8405
ORD-000103,2022-01-12,2022,1,1,January,Europe,Spain,Furniture,Desks,Corporate,10,1251.59,12515.9,8794.72,3721.18,29.7316
ORD-000104,2022-01-12,2022,1,1,January,Europe,Spain,Office Supplies,Paper & Pens,Consumer,6,47.79,286.74,203.77,82.97,28.9356
ORD-000105,2022-01-12,2022,1,1,January,Europe,Germany,Electronics,Smartphones,Consumer,2,953.54,1907.08,1376.35,530.73,27.8295
ORD-000106,2022-01-12,2022,1,1,January,North America,Canada,Office Supplies,Paper & Pens,Corporate,5,45.66,228.3,172.02,56.28,24.6518
ORD-000107,2022-01-12,2022,1,1,January,North America,Mexico,Office Supplies,Paper & Pens,Corporate,9,42.1,378.9,287.94,90.96,24.0063
ORD-000108,2022-01-13,2022,1,1,January,North America,United States,Electronics,Laptops,Consumer,3,2477.86,7433.58,5689.83,1743.75,23.4577
ORD-000109,2022-01-13,2022,1,1,January,Latin America,Peru,Electronics,Accessories,Consumer,10,193.07,1930.7,1612.84,317.86,16.4635
ORD-000110,2022-01-13,2022,1,1,January,Asia Pacific,South Korea,Clothing,Tops,Corporate,10,47.08,470.8,342.62,128.18,27.226
ORD-000111,2022-01-13,2022,1,1,January,Asia Pacific,South Korea,Office Supplies,Binders,Consumer,5,24.4,122.0,89.91,32.09,26.3033
ORD-000112,2022-01-13,2022,1,1,January,Europe,France,Furniture,Desks,Home Office,3,749.31,2247.93,1851.27,396.66,17.6456
ORD-000113,2022-01-14,2022,1,1,January,North America,Mexico,Clothing,Tops,Consumer,10,70.01,700.1,514.51,185.59,26.5091
ORD-000114,2022-01-14,2022,1,1,January,North America,Canada,Electronics,Smartphones,Consumer,6,708.27,4249.62,3254.36,995.26,23.42
ORD-000115,2022-01-14,2022,1,1,January,Asia Pacific,India,Clothing,Tops,Consumer,1,28.29,28.29,20.51,7.78,27.5009
ORD-000116,2022-01-14,2022,1,1,January,North America,Mexico,Clothing,Tops,Home Office,8,94.46,755.68,558.66,197.02,26.0719
ORD-000117,2022-01-14,2022,1,1,January,Europe,Italy,Electronics,Accessories,Consumer,7,30.66,214.62,154.71,59.91,27.9145
ORD-000118,2022-01-14,2022,1,1,January,Latin America,Argentina,Office Supplies,Binders,Consumer,4,56.93,227.72,190.04,37.68,16.5466
ORD-000119,2022-01-14,2022,1,1,January,North America,Mexico,Office Supplies,Binders,Consumer,3,34.36,103.08,76.93,26.15,25.3686
ORD-000120,2022-01-14,2022,1,1,January,North America,Canada,Furniture,Chairs,Corporate,2,752.03,1504.06,1131.63,372.43,24.7616
ORD-000121,2022-01-14,2022,1,1,January,Latin America,Argentina,Furniture,Storage,Consumer,2,69.3,138.6,107.02,31.58,22.785
ORD-000122,2022-01-14,2022,1,1,January,Europe,United Kingdom,Furniture,Storage,Corporate,10,237.54,2375.4,1899.21,476.19,20.0467
ORD-000123,2022-01-14,2022,1,1,January,Europe,France,Furniture,Chairs,Corporate,9,502.6,4523.4,3175.08,1348.32,29.8077
ORD-000124,2022-01-14,2022,1,1,January,Europe,Italy,Electronics,Accessories,Consumer,9,22.5,202.5,142.47,60.03,29.6444
ORD-000125,2022-01-15,2022,1,1,January,North America,United States,Clothing,Bottoms,Corporate,8,117.19,937.52,710.16,227.36,24.2512
ORD-000126,2022-01-15,2022,1,1,January,Europe,Germany,Furniture,Storage,Corporate,7,109.62,767.34,549.51,217.83,28.3877
ORD-000127,2022-01-16,2022,1,1,January,Europe,Netherlands,Office Supplies,Technology,Corporate,2,93.99,187.98,157.65,30.33,16.1347
ORD-000128,2022-01-16,2022,1,1,January,North America,United States,Clothing,Outerwear,Consumer,10,311.24,3112.4,2293.72,818.68,26.3038
ORD-000129,2022-01-16,2022,1,1,January,Asia Pacific,China,Clothing,Bottoms,Consumer,10,163.76,1637.6,1359.58,278.02,16.9773
ORD-000130,2022-01-16,2022,1,1,January,North America,United States,Electronics,Laptops,Corporate,10,649.01,6490.1,5094.7,1395.4,21.5004
ORD-000131,2022-01-16,2022,1,1,January,Europe,Germany,Clothing,Bottoms,Consumer,9,153.26,1379.34,997.05,382.29,27.7154
ORD-000132,2022-01-16,2022,1,1,January,Asia Pacific,Japan,Office Supplies,Binders,Home Office,8,63.82,510.56,368.51,142.05,27.8224
ORD-000133,2022-01-16,2022,1,1,January,North America,Canada,Electronics,Accessories,Home Office,4,38.96,155.84,120.01,35.83,22.9915
ORD-000134,2022-01-16,2022,1,1,January,Asia Pacific,Japan,Furniture,Desks,Corporate,4,1180.17,4720.68,3647.8,1072.88,22.7272
ORD-000135,2022-01-16,2022,1,1,January,Asia Pacific,Singapore,Electronics,Smartphones,Consumer,4,906.74,3626.96,2580.53,1046.43,28.8514
ORD-000136,2022-01-16,2022,1,1,January,Asia Pacific,Japan,Furniture,Desks,Consumer,8,578.43,4627.44,3420.8,1206.64,26.0758
ORD-000137,2022-01-16,2022,1,1,January,North America,Canada,Electronics,Accessories,Consumer,3,137.78,413.34,293.59,119.75,28.9713
ORD-000138,2022-01-16,2022,1,1,January,Europe,United Kingdom,Office Supplies,Binders,Home Office,1,19.31,19.31,15.17,4.14,21.4397
ORD-000139,2022-01-17,2022,1,1,January,North America,Mexico,Electronics,Accessories,Consumer,2,124.19,248.38,209.68,38.7,15.581
ORD-000140,2022-01-17,2022,1,1,January,Europe,Italy,Electronics,Smartphones,Corporate,10,531.29,5312.9,4149.49,1163.41,21.8978
ORD-000141,2022-01-17,2022,1,1,January,Europe,Netherlands,Furniture,Desks,Home Office,7,662.17,4635.19,3352.87,1282.32,27.6649
ORD-000142,2022-01-17,2022,1,1,January,Asia Pacific,Japan,Electronics,Smartphones,Corporate,6,1026.62,6159.72,4535.7,1624.02,26.3652
ORD-000143,2022-01-17,2022,1,1,January,North America,Mexico,Clothing,Outerwear,Consumer,3,237.12,711.36,539.76,171.6,24.1228
ORD-000144,2022-01-17,2022,1,1,January,North America,United States,Office Supplies,Paper & Pens,Corporate,2,30.9,61.8,52.5,9.3,15.0485
ORD-000145,2022-01-18,2022,1,1,January,Asia Pacific,Australia,Furniture,Chairs,Corporate,3,462.99,1388.97,1048.05,340.92,24.5448
ORD-000146,2022-01-18,2022,1,1,January,Asia Pacific,Japan,Furniture,Desks,Corporate,3,1208.42,3625.26,2761.44,863.82,23.8278
ORD-000147,2022-01-18,2022,1,1,January,North America,Canada,Clothing,Tops,Corporate,10,38.29,382.9,324.09,58.81,15.3591
ORD-000148,2022-01-18,2022,1,1,January,Asia Pacific,Australia,Furniture,Storage,Consumer,3,51.73,155.19,116.43,38.76,24.9758
ORD-000149,2022-01-18,2022,1,1,January,North America,Canada,Clothing,Bottoms,Consumer,6,146.49,878.94,688.0,190.94,21.7239
ORD-000150,2022-01-18,2022,1,1,January,North America,United States,Furniture,Chairs,Corporate,4,212.12,848.48,712.05,136.43,16.0793
ORD-000151,2022-01-18,2022,1,1,January,Europe,Italy,Furniture,Chairs,Consumer,9,236.2,2125.8,1504.99,620.81,29.2036
ORD-000152,2022-01-18,2022,1,1,January,Latin America,Argentina,Office Supplies,Technology,Consumer,2,189.8,379.6,283.23,96.37,25.3872
ORD-000153,2022-01-18,2022,1,1,January,North America,United States,Office Supplies,Binders,Consumer,10,29.47,294.7,209.48,85.22,28.9175
ORD-000154,2022-01-18,2022,1,1,January,Asia Pacific,Singapore,Office Supplies,Paper & Pens,Corporate,1,15.87,15.87,12.18,3.69,23.2514
ORD-000155,2022-01-18,2022,1,1,January,Europe,Germany,Office Supplies,Technology,Consumer,3,196.25,588.75,485.06,103.69,17.6119
ORD-000156,2022-01-18,2022,1,1,January,Asia Pacific,India,Furniture,Desks,Corporate,4,888.25,3553.0,2685.48,867.52,24.4165
ORD-000157,2022-01-18,2022,1,1,January,North America,Mexico,Electronics,Accessories,Home Office,3,46.65,139.95,107.93,32.02,22.8796
ORD-000158,2022-01-19,2022,1,1,January,Europe,Germany,Furniture,Storage,Consumer,6,318.08,1908.48,1501.8,406.68,21.3091
ORD-000159,2022-01-19,2022,1,1,January,Europe,Italy,Clothing,Tops,Corporate,4,37.18,148.72,125.7,23.02,15.4788
ORD-000160,2022-01-19,2022,1,1,January,Asia Pacific,India,Clothing,Tops,Corporate,3,20.65,61.95,44.72,17.23,27.8128
ORD-000161,2022-01-19,2022,1,1,January,Asia Pacific,India,Clothing,Outerwear,Consumer,4,274.2,1096.8,782.08,314.72,28.6944
ORD-000162,2022-01-19,2022,1,1,January,Latin America,Argentina,Electronics,Smartphones,Consumer,3,881.94,2645.82,1948.0,697.82,26.3744
ORD-000163,2022-01-19,2022,1,1,January,Asia Pacific,India,Electronics,Smartphones,Consumer,5,366.0,1830.0,1337.59,492.41,26.9077
ORD-000164,2022-01-19,2022,1,1,January,Europe,United Kingdom,Office Supplies,Technology,Consumer,10,233.54,2335.4,1822.24,513.16,21.9731
ORD-000165,2022-01-19,2022,1,1,January,Asia Pacific,Japan,Clothing,Bottoms,Consumer,2,169.64,339.28,271.3,67.98,20.0365
ORD-000166,2022-01-19,2022,1,1,January,Asia Pacific,Singapore,Clothing,Bottoms,Corporate,10,113.93,1139.3,859.11,280.19,24.5932
ORD-000167,2022-01-20,2022,1,1,January,Latin America,Chile,Furniture,Chairs,Consumer,7,683.57,4784.99,3527.43,1257.56,26.2814
ORD-000168,2022-01-20,2022,1,1,January,North America,United States,Clothing,Bottoms,Corporate,5,75.71,378.55,316.71,61.84,16.336
ORD-000169,2022-01-20,2022,1,1,January,Europe,Spain,Office Supplies,Technology,Corporate,2,250.74,501.48,417.45,84.03,16.7564
ORD-000170,2022-01-20,2022,1,1,January,Asia Pacific,South Korea,Office Supplies,Paper & Pens,Corporate,6,38.7,232.2,197.09,35.11,15.1206
ORD-000171,2022-01-20,2022,1,1,January,Asia Pacific,Australia,Electronics,Smartphones,Home Office,1,629.53,629.53,507.76,121.77,19.343
ORD-000172,2022-01-20,2022,1,1,January,North America,United States,Electronics,Smartphones,Corporate,5,320.98,1604.9,1355.13,249.77,15.563
ORD-000173,2022-01-20,2022,1,1,January,North America,United States,Office Supplies,Technology,Consumer,9,257.71,2319.39,1807.55,511.84,22.0679
ORD-000174,2022-01-20,2022,1,1,January,North America,Mexico,Clothing,Outerwear,Consumer,8,382.98,3063.84,2160.41,903.43,29.4869
ORD-000175,2022-01-20,2022,1,1,January,Europe,Germany,Clothing,Bottoms,Consumer,4,158.19,632.76,457.71,175.05,27.6645
ORD-000176,2022-01-21,2022,1,1,January,Europe,United Kingdom,Electronics,Accessories,Consumer,6,135.24,811.44,573.83,237.61,29.2825
ORD-000177,2022-01-21,2022,1,1,January,Asia Pacific,Singapore,Clothing,Tops,Consumer,10,66.17,661.7,486.89,174.81,26.4183
ORD-000178,2022-01-21,2022,1,1,January,Asia Pacific,China,Office Supplies,Paper & Pens,Consumer,3,13.06,39.18,29.97,9.21,23.5069
ORD-000179,2022-01-21,2022,1,1,January,North America,Mexico,Electronics,Accessories,Corporate,1,47.14,47.14,36.73,10.41,22.0832
ORD-000180,2022-01-21,2022,1,1,January,Latin America,Brazil,Furniture,Desks,Corporate,7,545.47,3818.29,2923.61,894.68,23.4314
ORD-000181,2022-01-22,2022,1,1,January,North America,Mexico,Clothing,Bottoms,Corporate,9,115.21,1036.89,796.87,240.02,23.1481
ORD-000182,2022-01-22,2022,1,1,January,North America,Mexico,Clothing,Outerwear,Consumer,4,91.94,367.76,274.84,92.92,25.2665
ORD-000183,2022-01-22,2022,1,1,January,Europe,Germany,Office Supplies,Technology,Corporate,7,133.68,935.76,702.51,233.25,24.9263
ORD-000184,2022-01-22,2022,1,1,January,North America,Mexico,Clothing,Outerwear,Consumer,5,115.85,579.25,485.69,93.56,16.1519
ORD-000185,2022-01-22,2022,1,1,January,Latin America,Colombia,Electronics,Accessories,Consumer,8,143.98,1151.84,815.27,336.57,29.2202
ORD-000186,2022-01-22,2022,1,1,January,North America,Mexico,Office Supplies,Binders,Consumer,2,31.23,62.46,45.5,16.96,27.1534
ORD-000187,2022-01-22,2022,1,1,January,North America,Canada,Clothing,Outerwear,Consumer,6,234.31,1405.86,1182.05,223.81,15.9198
ORD-000188,2022-01-23,2022,1,1,January,Europe,United Kingdom,Electronics,Laptops,Consumer,3,1102.83,3308.49,2435.85,872.64,26.3758
ORD-000189,2022-01-23,2022,1,1,January,Asia Pacific,Australia,Electronics,Smartphones,Consumer,4,728.41,2913.64,2325.14,588.5,20.1981
ORD-000190,2022-01-23,2022,1,1,January,Latin America,Colombia,Electronics,Smartphones,Home Office,5,958.65,4793.25,3434.37,1358.88,28.3499
ORD-000191,2022-01-23,2022,1,1,January,Europe,Netherlands,Clothing,Outerwear,Corporate,5,67.41,337.05,252.22,84.83,25.1684
ORD-000192,2022-01-23,2022,1,1,January,Europe,France,Clothing,Bottoms,Consumer,6,53.15,318.9,268.17,50.73,15.9078
ORD-000193,2022-01-23,2022,1,1,January,Europe,Italy,Office Supplies,Binders,Consumer,8,30.02,240.16,186.5,53.66,22.3434
ORD-000194,2022-01-23,2022,1,1,January,Europe,Italy,Furniture,Desks,Corporate,3,307.74,923.22,761.65,161.57,17.5007
